start calculating points
done calculating points
-0.239117350766 0.788882883724 0.566115437283
0.776958767871 0.548551612015 -0.308911317346
-0.607096234226 -0.0426032445071 0.793485428944
-0.158312500681 -0.276545887266 -0.947871048384
0.347035581383 -0.80548784942 0.480370304756
0.981056517762 0.0921179828885 -0.170418268344
-0.660237801832 0.475049150099 -0.581733916858
-0.804011608417 0.408096801242 -0.432460789376
0.613234781709 0.065237742735 0.787202095669
-0.554146379674 -0.636459900262 -0.536507768119
0.604447819298 0.425508721277 -0.67348731381
-0.630134907836 -0.614452817369 -0.474739647759
-0.212935428794 -0.0875622324013 -0.973134810096
-0.837119490039 -0.495326161137 -0.232127020164
-0.154204548383 0.817869693324 0.554355591656
0.105264542378 -0.859186264814 -0.500717823203
-0.763615745013 -0.536594847847 -0.35910578279
0.04119429943 -0.648018017957 0.760510143323
0.659479626291 0.539442764488 0.523534264731
-0.519909439567 0.781439642501 -0.345030809895
-0.311569185798 0.679061045969 -0.664680929701
-0.725572591043 -0.687826040064 0.0209703060995
0.760254132823 0.503173978083 -0.410888794329
0.547709665214 -0.576859479329 0.606009293444
0.25027815352 0.137347767175 0.958382197624
-0.660548046447 -0.327790759891 -0.675447626442
-0.68745670852 0.376070409475 -0.621268316453
0.617578075449 -0.449147691235 -0.645649806151
0.913439178817 0.266419760488 -0.307651390088
0.483542391869 0.813375943938 -0.323429017078
0.673685490476 -0.686161147707 0.274464459083
-0.236057405455 0.427406968967 -0.872697074711
-0.550974475537 0.172933594512 -0.816407434555
0.127580485077 0.965031874301 0.228990614241
-0.462898664286 -0.855661167316 -0.231449332143
0.174706496517 -0.697096218774 0.695366451482
-0.768819344696 -0.0336095888392 0.638582187944
0.653331262434 -0.507862973533 -0.561456553654
-0.500933365167 -0.138107796938 0.854395692924
0.820824165419 -0.243207160124 0.516815215264
-0.114207634349 0.435892471099 -0.892723008495
-0.619242727494 -0.65157916235 0.4381586923
-0.0695327249908 0.640432993336 0.764859974899
0.762555929304 0.119651632935 0.635760915298
-0.0176123558401 -0.863005436165 0.504887534083
0.867455794003 -0.361906288251 0.341385828608
-0.911104341788 0.402053161501 0.0907861977582
0.677682375208 0.423779814146 0.60096361575
0.00562672564729 -0.902151678782 -0.431382299625
-0.403699929114 0.636133221635 0.657541551209
-0.329064196294 -0.72188458062 0.608768763144
0.62165969635 0.328949973853 -0.710866468921
0.63238369594 -0.0895572286158 0.769461086678
0.412126679281 -0.906678694419 -0.0899185482068
0.517785432129 -0.533475899769 0.668806183166
-0.439000155806 -0.89848698555 0.0
-0.712112134727 0.403428333837 -0.574579748192
0.565849991597 0.665625473207 0.486576321277
0.664671672148 -0.0246174693388 -0.746729903277
-0.232481659786 0.618229006394 0.750829656791
-0.64271178212 0.48203383659 -0.595453562846
-0.745113202427 -0.616362024067 -0.254762969948
-0.049808703312 -0.72605763674 0.685827530219
-0.191055992073 -0.857022593012 -0.47854977062
-0.522531023573 0.577741848705 0.627037228288
-0.118087702026 -0.58551818921 -0.80201230959
0.839052794873 0.0568517080638 0.54107142847
-0.335997228034 -0.199498354145 0.920492405969
0.708342145598 0.238203553387 0.664462543658
0.551596380646 0.655426287592 0.515904850134
-0.851436940263 0.43029608809 -0.299833976276
0.541150610209 0.541150610209 0.643670749794
-0.583674893784 0.805869313576 -0.0994900387131
-0.999513426496 -0.0310703179891 -0.00274692448433
0.713458729161 0.590177257578 0.37771344485
0.241881305059 0.013437850281 -0.97021279029
0.807025989303 0.508390821455 0.300412758133
-0.991356697872 0.0996100031355 -0.0853800026876
