6.8034001795416472e+00  -2.1223360389430277e+00  5.6656135180156619e+00  -1.6498729397628420e+00  2.6859288176560709e+00  -2.2205271654679812e+00  1.9073500000000000e-06  0.0001
1.0790501795416469e+00  -4.6205503894302741e-01  2.5810535180156622e+00  -1.3542629397628421e+00  1.3763781765607075e-01  4.5240228345320190e+00  1.9073500000000000e-06  0.0001
8.3235501795416464e+00  2.7042339610569726e+00  4.3495735180156618e+00  1.2722106023715793e-01  3.3947488176560707e+00  1.1281228345320184e+00  1.9073500000000000e-06 0.0001
-4.0797198204583527e+00  2.7410539610569726e+00  4.8937751801566204e-01  2.7114770602371578e+00  2.7107881765607078e-01  2.7008628345320185e+00  1.9073500000000000e-06  0.0001
-1.9957798204583530e+00  7.8205939610569724e+00  -4.3300764819843378e+00  3.5070970602371578e+00  -2.3297111823439294e+00  3.9932583453201842e-01  1.9073500000000000e-06 0.0001
-2.4962098204583527e+00  5.1949739610569727e+00  2.5434051801566204e-01  1.6751370602371580e+00  3.1969281765607077e-01  -4.6054771654679811e+00  1.9073500000000000e-06 0.0001
4.4187001795416476e+00  -4.3241260389430272e+00  4.7743235180156622e+00  1.3976870602371581e+00  -1.4558811823439293e+00  1.8803328345320183e+00  1.9073500000000000e-06 0.0001
6.5836701795416470e+00  -3.4032560389430278e+00  -5.4170064819843375e+00  3.9316170602371581e+00  -1.4927711823439291e+00  1.8684228345320184e+00  1.9073500000000000e-06  0.0001
9.1290201795416461e+00  1.7628039610569726e+00  3.1497135180156621e+00  -1.0177329397628421e+00  3.1512988176560710e+00  1.8439128345320184e+00  1.9073500000000000e-06  0.0001
8.2190901795416469e+00  -3.6018303894302744e-01  -5.6798664819843383e+00  3.8085170602371581e+00  1.4144388176560707e+00  -6.7874316546798152e-01  1.9073500000000000e-06  0.0001
