 -26.581-26.427-26.272-26.118-25.963-25.808-25.654-25.499-25.344-25.190
 -24.172-23.678-23.183-22.703-22.224-21.759-21.297-20.844-20.399-19.958
 -19.527-19.105-18.686-18.271-17.868-17.466-17.084-16.704-16.324-15.943
 -15.566-15.211-14.857-14.503-14.152-13.826-13.500-13.174-12.848-12.522
 -12.195-11.895-11.597-11.299-11.001-10.705-10.428-10.150 -9.873 -9.597
  -9.336 -9.075 -8.814 -8.562 -8.314 -8.067 -7.828 -7.591 -7.357 -7.128
  -6.900 -6.681 -6.463 -6.249 -6.037 -5.830 -5.626 -5.426 -5.229 -5.034
  -4.843 -4.658 -4.473 -4.291 -4.114 -3.937 -3.770 -3.604 -3.437 -3.270
  -3.105 -2.951 -2.796 -2.642 -2.489 -2.344 -2.199 -2.055 -1.916 -1.778
  -1.641 -1.510 -1.380 -1.251 -1.126 -1.001 -0.882 -0.764 -0.645 -0.527
  -0.416 -0.305 -0.194 -0.087  0.018  0.124  0.225  0.325  0.424  0.520
   0.616  0.706  0.796  0.887  0.977  1.066  1.150  1.233  1.317  1.399
   1.477  1.554  1.632  1.706  1.779  1.853  1.921  1.990  2.058  2.126
   2.194  2.257  2.320  2.382  2.445  2.504  2.563  2.621  2.678  2.734
   2.789  2.842  2.895  2.947  2.999  3.052  3.101  3.150  3.199  3.247
   3.293  3.339  3.385  3.429  3.473  3.517  3.559  3.601  3.642  3.682
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.514-98.399-97.285-96.170-95.055-93.941
 -92.826-91.711-90.597-89.482-88.368-87.253-86.138-85.024-83.909-82.794
 -81.680-80.565-79.450-78.336-77.221-76.106-74.992-73.877-72.762-71.648
 -70.533-69.418-68.304-67.219-66.138-65.085-64.039-63.012-62.001-61.002
 -60.018-59.058-58.103-57.157-56.234-55.311-54.420-53.531-52.642-51.752
 -50.848-49.807-48.767-47.726-46.684-45.634-44.584-43.534-42.484-41.433
 -40.383-39.480-38.595-37.709-36.823-35.943-35.170-34.396-33.623-32.855
 -32.138-31.422-30.705-29.878-29.013-28.148-27.216-26.271-25.350-24.487
 -23.623-22.847-22.070-21.360-20.658-20.014-19.386-18.795-18.235-17.697
 -17.190-16.721-16.263-15.818-15.415-15.012-14.675-14.341-14.008-13.674
 -13.348-13.086-12.825-12.564-12.310-12.098-11.887-11.676-11.493-11.318
 -11.144-10.994-10.847-10.707-10.581-10.457-10.357-10.256-10.156-10.057
  -9.981 -9.905 -9.829 -9.767 -9.710 -9.653 -9.607 -9.564 -9.524 -9.491
  -9.458 -9.439 -9.420 -9.402 -9.383 -9.366 -9.361 -9.356 -9.352 -9.348
  -9.352 -9.355 -9.359 -9.366 -9.373 -9.381 -9.386 -9.391 -9.397 -9.402
  -9.406 -9.400 -9.393 -9.386 -9.378 -9.361 -9.343 -9.325 -9.303 -9.281
  -9.258 -9.237 -9.215 -9.194 -9.173 -9.152 -9.137 -9.123 -9.108 -9.095
  -9.088 -9.080 -9.073 -9.071 -9.070 -9.070 -9.074 -9.079 -9.085 -9.093
 -69.843-69.338-68.834-68.329-67.825-67.320-66.816-66.311-65.807-65.302
 -64.798-64.293-63.789-63.284-62.780-62.275-61.771-61.267-60.762-60.258
 -59.753-59.249-58.744-58.240-57.735-57.231-56.726-56.222-55.717-55.213
 -54.708-54.204-53.700-53.195-52.691-52.186-51.682-51.177-50.673-50.168
 -49.664-49.159-48.655-48.150-47.646-47.141-46.637-46.132-45.628-45.124
 -44.619-44.115-43.610-43.106-42.601-42.097-41.592-41.088-40.583-40.079
 -39.574-39.070-38.565-38.061-37.556-37.052-36.548-36.043-35.539-35.034
 -34.530-34.025-33.521-33.016-32.512-32.007-31.503-30.998-30.494-29.989
 -29.485-28.981-28.476-27.972-27.467-26.963-26.458-25.954-25.449-24.945
 -24.440-23.936-23.431-22.946-22.467-21.988-21.527-21.070-20.619-20.180
 -19.742-19.321-18.899-18.490-18.082-17.686-17.294-16.911-16.533-16.161
 -15.794-15.438-15.085-14.735-14.397-14.058-13.738-13.418-13.099-12.780
 -12.463-12.167-11.872-11.576-11.283-11.006-10.729-10.451-10.186 -9.925
  -9.663 -9.413 -9.164 -8.919 -8.680 -8.442 -8.216 -7.991 -7.765 -7.541
  -7.330 -7.119 -6.908 -6.704 -6.503 -6.302 -6.109 -5.917 -5.727 -5.541
  -5.356 -5.178 -5.001 -4.824 -4.646 -4.470 -4.298 -4.126 -3.954 -3.782
  -3.610 -3.438 -3.266 -3.092 -2.918 -2.744 -2.571 -2.398 -2.225 -2.052
  -1.879 -1.712 -1.545 -1.379 -1.213 -1.057 -0.900 -0.744 -0.594 -0.446
  -0.298 -0.156 -0.015  0.125  0.266  0.407  0.541  0.675  0.809  0.943
   1.068  1.193  1.318  1.436  1.551  1.666  1.771  1.874  1.975  2.068
 -91.341-90.633-89.924-89.216-88.507-87.799-87.090-86.382-85.673-84.965
 -84.256-83.548-82.839-82.131-81.422-80.714-80.005-79.297-78.588-77.880
 -77.171-76.463-75.754-75.046-74.337-73.629-72.920-72.212-71.503-70.795
 -70.086-69.378-68.669-67.961-67.252-66.544-65.835-65.127-64.418-63.710
 -63.001-62.293-61.584-60.876-60.167-59.459-58.750-58.042-57.333-56.625
 -55.916-55.208-54.499-53.791-53.082-52.374-51.665-50.957-50.248-49.540
 -48.831-48.123-47.414-46.706-45.997-45.289-44.580-43.872-43.163-42.455
 -41.746-41.038-40.329-39.621-38.912-38.204-37.495-36.787-36.078-35.370
 -34.661-33.953-33.244-32.536-31.827-31.119-30.410-29.702-28.993-28.285
 -27.576-26.868-26.159-25.451-24.742-24.034-23.334-22.636-21.886-21.009
 -20.133-19.221-18.310-17.460-16.618-15.840-15.080-14.362-13.680-13.022
 -12.401-11.825-11.261-10.711-10.208 -9.706 -9.279 -8.857 -8.435 -8.013
  -7.600 -7.261 -6.922 -6.583 -6.252 -5.970 -5.689 -5.407 -5.158 -4.918
  -4.678 -4.467 -4.258 -4.058 -3.874 -3.691 -3.529 -3.367 -3.206 -3.045
  -2.892 -2.740 -2.587 -2.422 -2.253 -2.084 -1.896 -1.704 -1.509 -1.308
  -1.107 -0.916 -0.726 -0.535 -0.344 -0.157  0.006  0.168  0.331  0.489
   0.627  0.764  0.901  1.025  1.147  1.268  1.360  1.450  1.540  1.630
   1.719  1.797  1.876  1.954  2.031  2.102  2.173  2.243  2.308  2.372
   2.436  2.495  2.553  2.611  2.669  2.727  2.780  2.833  2.886  2.939
   2.989  3.040  3.091  3.141  3.191  3.240  3.289  3.338  3.387  3.437
 -81.013-80.464-79.915-79.365-78.816-78.267-77.718-77.169-76.620-76.071
 -75.521-74.972-74.423-73.874-73.325-72.776-72.227-71.677-71.128-70.579
 -70.030-69.481-68.932-68.383-67.834-67.284-66.735-66.186-65.637-65.088
 -64.539-63.990-63.440-62.891-62.342-61.793-61.244-60.695-60.146-59.596
 -59.047-58.498-57.949-57.400-56.851-56.302-55.753-55.203-54.654-54.105
 -53.556-53.007-52.458-51.909-51.359-50.810-50.261-49.712-49.163-48.614
 -48.065-47.515-46.966-46.417-45.868-45.319-44.770-44.221-43.671-43.122
 -42.573-42.024-41.475-40.926-40.377-39.828-39.278-38.729-38.180-37.631
 -37.082-36.533-35.984-35.434-34.885-34.336-33.787-33.238-32.689-32.140
 -31.590-31.041-30.492-29.943-29.394-28.845-28.296-27.746-27.197-26.648
 -26.099-25.550-25.001-24.468-23.937-23.421-22.909-22.406-21.912-21.423
 -20.944-20.475-20.009-19.544-19.081-18.617-17.950-17.271-16.592-15.913
 -15.230-14.509-13.787-13.066-12.361-11.749-11.137-10.526 -9.980 -9.450
  -8.921 -8.447 -7.979 -7.527 -7.107 -6.689 -6.323 -5.956 -5.590 -5.228
  -4.917 -4.605 -4.293 -4.011 -3.740 -3.469 -3.226 -2.988 -2.757 -2.544
  -2.331 -2.152 -1.973 -1.795 -1.616 -1.443 -1.301 -1.159 -1.017 -0.880
  -0.764 -0.647 -0.531 -0.430 -0.332 -0.233 -0.153 -0.074  0.005  0.084
   0.162  0.225  0.288  0.351  0.413  0.467  0.521  0.576  0.627  0.677
   0.727  0.779  0.831  0.882  0.934  0.986  1.049  1.111  1.174  1.237
   1.310  1.384  1.457  1.536  1.616  1.697  1.778  1.858  1.938  2.016
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-98.970-97.857-96.745-95.632-94.519-93.407-92.294-91.182
 -90.069-88.957-87.844-86.732-85.619-84.506-83.394-82.281-81.169-80.056
 -78.944-77.831-76.719-75.606-74.493-73.381-72.268-71.156-70.043-68.931
 -67.818-66.706-65.593-64.480-63.368-62.255-61.143-60.030-58.918-57.805
 -56.693-55.580-54.467-53.355-52.242-51.130-50.017-48.905-47.792-46.680
 -45.567-44.454-43.342-42.229-41.117-40.004-38.892-37.779-36.667-35.554
 -34.441-33.329-32.216-31.104-29.991-28.879-27.766-26.654-25.541-24.428
 -23.316-22.248-21.191-20.160-19.214-18.267-17.459-16.658-15.857-15.056
 -14.271-13.623-12.975-12.327-11.694-11.151-10.608-10.065 -9.583 -9.116
  -8.648 -8.235 -7.827 -7.434 -7.072 -6.712 -6.400 -6.088 -5.777 -5.469
  -5.205 -4.942 -4.678 -4.436 -4.202 -3.968 -3.746 -3.527 -3.309 -3.096
  -2.883 -2.625 -2.368 -2.110 -1.852 -1.600 -1.374 -1.149 -0.924 -0.703
  -0.502 -0.301 -0.100  0.086  0.269  0.451  0.615  0.777  0.940  1.102
   1.263  1.404  1.546  1.688  1.828  1.954  2.081  2.207  2.325  2.441
   2.556  2.660  2.762  2.865  2.967  3.069  3.158  3.248  3.337  3.426
   3.505  3.585  3.665  3.739  3.811  3.883  3.951  4.017  4.082  4.145
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.304
 -97.382-95.491-93.629-91.798-89.995-88.221-86.475-84.756-83.064-81.399
 -79.760-78.146-76.558-74.994-73.455-71.939-70.447-68.978-67.532-66.108
 -64.706-63.326-61.966-60.628-59.311-58.013-56.736-55.478-54.240-53.021
 -51.820-50.638-49.474-48.328-47.200-46.089-44.995-43.919-42.858-41.815
 -40.787-39.775-38.779-37.798-36.833-35.883-34.947-34.027-33.120-32.228
 -31.350-30.486-29.635-28.798-27.974-27.163-26.365-25.580-24.808-24.047
 -23.300-22.564-21.840-21.128-20.427-19.738-19.060-18.393-17.737-17.092
 -16.458-15.834-15.221-14.617-14.024-13.441-12.868-12.304-11.750-11.206
 -10.671-10.144 -9.627 -9.119 -8.620 -8.129 -7.647 -7.173 -6.707 -6.250
  -5.801 -5.359 -4.926 -4.500 -4.082 -3.672 -3.269 -2.873 -2.485 -2.104
  -1.731 -1.364 -1.004 -0.652 -0.307  0.032  0.363  0.687  1.004  1.314
   1.616  1.911  2.199  2.479  2.751  3.015  3.271  3.518  3.756  3.985
   4.204  4.412  4.610  4.796  4.969  5.130  5.276  5.407  5.522  5.620
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.932-97.950-95.997-94.073-92.177-90.309-88.469-86.657
 -84.872-83.115-81.383-79.679-78.000-76.347-74.720-73.118-71.540-69.987
 -68.459-66.954-65.473-64.015-62.580-61.168-59.778-58.410-57.063-55.738
 -54.435-53.151-51.889-50.646-49.423-48.220-47.036-45.871-44.725-43.596
 -42.486-41.394-40.319-39.262-38.221-37.197-36.189-35.198-34.222-33.262
 -32.317-31.387-30.472-29.572-28.686-27.814-26.956-26.112-25.281-24.463
 -23.658-22.866-22.087-21.320-20.565-19.822-19.091-18.372-17.664-16.968
 -16.282-15.608-14.945-14.292-13.651-13.019-12.398-11.788-11.187-10.597
 -10.017 -9.447 -8.887 -8.337 -7.796 -7.266 -6.746 -6.235 -5.734 -5.243
  -4.762 -4.292 -3.831 -3.380 -2.940 -2.510 -2.091 -1.683 -1.285 -0.898
  -0.523 -0.159  0.193  0.533  0.860  1.175  1.477  1.765  2.040  2.300
   2.546  2.776  2.991  3.189  3.370  3.534  3.679  3.806  3.913  3.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999-99.999
 -99.999-99.999-99.999-99.999-99.999-99.999-98.221-96.177-94.165-92.185
 -90.235-88.315-86.425-84.564-82.732-80.928-79.152-77.403-75.681-73.986
 -72.317-70.674-69.056-67.463-65.894-64.350-62.830-61.333-59.859-58.408
 -56.979-55.573-54.188-52.825-51.483-50.162-48.861-47.581-46.321-45.081
 -43.860-42.658-41.476-40.312-39.166-38.039-36.930-35.838-34.764-33.708
 -32.668-31.645-30.639-29.649-28.675-27.718-26.776-25.850-24.940-24.044
