 0.00000E+00 9.00000E+00    2251 4.00000E-03
 Log T         HIci          HeIci         HeIIci        HIIrcA        HeIIrcA       HeIIIrcA      HIIrcB        HeIIrcB       HeIIIrcB      HeDrc         HIIrccA       HeIIrccA      HeIIIrccA     HIIrccB       HeIIrccB      HeIIIrccB     HeDrcc        HIcic         HeIcic        HeIIcic       He23cic       HIcec         HeIcec        HeIIcec       
               hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         hui97         cen92         cen92         cen92         cen92         
 8.44000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.30160E-11   4.89577E-11   1.98350E-10   3.59465E-11   6.09059E-11   1.65373E-10   0.00000E+00   3.74583E-26   4.71960E-26   7.02527E-25   3.11494E-26   5.87142E-26   5.70325E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.48000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.27776E-11   4.86637E-11   1.97254E-10   3.57468E-11   6.04866E-11   1.64465E-10   0.00000E+00   3.75912E-26   4.73466E-26   7.05033E-25   3.12632E-26   5.88495E-26   5.72477E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.52000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.25405E-11   4.83714E-11   1.96164E-10   3.55483E-11   6.00702E-11   1.63563E-10   0.00000E+00   3.77244E-26   4.74977E-26   7.07548E-25   3.13773E-26   5.89852E-26   5.74637E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.56000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.23047E-11   4.80810E-11   1.95081E-10   3.53508E-11   5.96567E-11   1.62665E-10   0.00000E+00   3.78582E-26   4.76493E-26   7.10072E-25   3.14918E-26   5.91212E-26   5.76805E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.60000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.20701E-11   4.77922E-11   1.94003E-10   3.51544E-11   5.92460E-11   1.61773E-10   0.00000E+00   3.79924E-26   4.78014E-26   7.12605E-25   3.16067E-26   5.92575E-26   5.78980E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.64000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.18369E-11   4.75052E-11   1.92931E-10   3.49590E-11   5.88382E-11   1.60885E-10   0.00000E+00   3.81271E-26   4.79540E-26   7.15146E-25   3.17220E-26   5.93941E-26   5.81164E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.68000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.16050E-11   4.72199E-11   1.91865E-10   3.47647E-11   5.84332E-11   1.60002E-10   0.00000E+00   3.82623E-26   4.81071E-26   7.17697E-25   3.18376E-26   5.95310E-26   5.83355E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.72000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.13743E-11   4.69363E-11   1.90805E-10   3.45715E-11   5.80309E-11   1.59123E-10   0.00000E+00   3.83979E-26   4.82606E-26   7.20257E-25   3.19537E-26   5.96682E-26   5.85554E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.76000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.11449E-11   4.66545E-11   1.89751E-10   3.43794E-11   5.76314E-11   1.58250E-10   0.00000E+00   3.85340E-26   4.84146E-26   7.22825E-25   3.20702E-26   5.98058E-26   5.87761E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.80000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.09168E-11   4.63743E-11   1.88703E-10   3.41882E-11   5.72347E-11   1.57381E-10   0.00000E+00   3.86706E-26   4.85692E-26   7.25403E-25   3.21870E-26   5.99436E-26   5.89976E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.84000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.06899E-11   4.60958E-11   1.87660E-10   3.39982E-11   5.68407E-11   1.56517E-10   0.00000E+00   3.88077E-26   4.87242E-26   7.27990E-25   3.23042E-26   6.00818E-26   5.92199E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.88000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.04643E-11   4.58189E-11   1.86623E-10   3.38091E-11   5.64494E-11   1.55658E-10   0.00000E+00   3.89452E-26   4.88797E-26   7.30586E-25   3.24218E-26   6.02203E-26   5.94430E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.92000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.02400E-11   4.55438E-11   1.85592E-10   3.36211E-11   5.60608E-11   1.54803E-10   0.00000E+00   3.90832E-26   4.90357E-26   7.33192E-25   3.25399E-26   6.03591E-26   5.96669E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 8.96000E-01   0.00000E+00   0.00000E+00   0.00000E+00   4.00168E-11   4.52703E-11   1.84567E-10   3.34341E-11   5.56749E-11   1.53953E-10   0.00000E+00   3.92217E-26   4.91923E-26   7.35806E-25   3.26583E-26   6.04983E-26   5.98916E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.00000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.97949E-11   4.49984E-11   1.83547E-10   3.32482E-11   5.52916E-11   1.53108E-10   0.00000E+00   3.93607E-26   4.93493E-26   7.38430E-25   3.27771E-26   6.06377E-26   6.01172E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.04000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.95742E-11   4.47282E-11   1.82533E-10   3.30632E-11   5.49110E-11   1.52267E-10   0.00000E+00   3.95001E-26   4.95068E-26   7.41063E-25   3.28963E-26   6.07775E-26   6.03435E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.08000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.93548E-11   4.44596E-11   1.81524E-10   3.28793E-11   5.45330E-11   1.51430E-10   0.00000E+00   3.96401E-26   4.96648E-26   7.43705E-25   3.30159E-26   6.09176E-26   6.05706E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.12000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.91365E-11   4.41926E-11   1.80521E-10   3.26964E-11   5.41576E-11   1.50599E-10   0.00000E+00   3.97805E-26   4.98233E-26   7.46357E-25   3.31359E-26   6.10581E-26   6.07986E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.16000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.89195E-11   4.39272E-11   1.79524E-10   3.25144E-11   5.37848E-11   1.49771E-10   0.00000E+00   3.99214E-26   4.99824E-26   7.49018E-25   3.32563E-26   6.11988E-26   6.10274E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.20000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.87036E-11   4.36634E-11   1.78532E-10   3.23335E-11   5.34145E-11   1.48949E-10   0.00000E+00   4.00629E-26   5.01419E-26   7.51689E-25   3.33771E-26   6.13399E-26   6.12569E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.24000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.84889E-11   4.34011E-11   1.77545E-10   3.21535E-11   5.30468E-11   1.48130E-10   0.00000E+00   4.02048E-26   5.03019E-26   7.54369E-25   3.34983E-26   6.14813E-26   6.14874E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.28000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.82755E-11   4.31405E-11   1.76564E-10   3.19745E-11   5.26816E-11   1.47317E-10   0.00000E+00   4.03472E-26   5.04625E-26   7.57058E-25   3.36199E-26   6.16230E-26   6.17186E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.32000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.80632E-11   4.28814E-11   1.75588E-10   3.17965E-11   5.23190E-11   1.46507E-10   0.00000E+00   4.04901E-26   5.06236E-26   7.59757E-25   3.37419E-26   6.17651E-26   6.19507E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.36000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.78520E-11   4.26239E-11   1.74618E-10   3.16195E-11   5.19588E-11   1.45702E-10   0.00000E+00   4.06335E-26   5.07852E-26   7.62465E-25   3.38643E-26   6.19075E-26   6.21836E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.40000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.76421E-11   4.23679E-11   1.73653E-10   3.14434E-11   5.16011E-11   1.44902E-10   0.00000E+00   4.07773E-26   5.09473E-26   7.65183E-25   3.39872E-26   6.20502E-26   6.24173E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.44000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.74332E-11   4.21135E-11   1.72693E-10   3.12683E-11   5.12459E-11   1.44105E-10   0.00000E+00   4.09217E-26   5.11099E-26   7.67911E-25   3.41104E-26   6.21932E-26   6.26519E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.48000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.72256E-11   4.18606E-11   1.71739E-10   3.10942E-11   5.08932E-11   1.43313E-10   0.00000E+00   4.10666E-26   5.12730E-26   7.70648E-25   3.42340E-26   6.23366E-26   6.28873E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.52000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.70191E-11   4.16092E-11   1.70790E-10   3.09210E-11   5.05428E-11   1.42526E-10   0.00000E+00   4.12120E-26   5.14367E-26   7.73395E-25   3.43581E-26   6.24803E-26   6.31235E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.56000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.68137E-11   4.13593E-11   1.69846E-10   3.07487E-11   5.01949E-11   1.41742E-10   0.00000E+00   4.13579E-26   5.16008E-26   7.76152E-25   3.44825E-26   6.26243E-26   6.33606E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.60000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.66094E-11   4.11109E-11   1.68907E-10   3.05774E-11   4.98493E-11   1.40963E-10   0.00000E+00   4.15044E-26   5.17655E-26   7.78918E-25   3.46074E-26   6.27687E-26   6.35986E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.64000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.64063E-11   4.08640E-11   1.67974E-10   3.04070E-11   4.95062E-11   1.40188E-10   0.00000E+00   4.16513E-26   5.19308E-26   7.81695E-25   3.47327E-26   6.29134E-26   6.38374E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.68000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.62043E-11   4.06186E-11   1.67045E-10   3.02376E-11   4.91654E-11   1.39418E-10   0.00000E+00   4.17987E-26   5.20965E-26   7.84481E-25   3.48584E-26   6.30584E-26   6.40770E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.72000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.60034E-11   4.03747E-11   1.66122E-10   3.00691E-11   4.88269E-11   1.38651E-10   0.00000E+00   4.19467E-26   5.22628E-26   7.87276E-25   3.49845E-26   6.32038E-26   6.43175E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.76000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.58037E-11   4.01322E-11   1.65204E-10   2.99014E-11   4.84908E-11   1.37889E-10   0.00000E+00   4.20951E-26   5.24296E-26   7.90082E-25   3.51111E-26   6.33495E-26   6.45589E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.80000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.56050E-11   3.98912E-11   1.64291E-10   2.97348E-11   4.81570E-11   1.37130E-10   0.00000E+00   4.22441E-26   5.25970E-26   7.92898E-25   3.52380E-26   6.34955E-26   6.48011E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.84000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.54074E-11   3.96516E-11   1.63383E-10   2.95690E-11   4.78255E-11   1.36376E-10   0.00000E+00   4.23936E-26   5.27649E-26   7.95723E-25   3.53654E-26   6.36419E-26   6.50442E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.88000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.52109E-11   3.94135E-11   1.62479E-10   2.94041E-11   4.74962E-11   1.35626E-10   0.00000E+00   4.25436E-26   5.29333E-26   7.98559E-25   3.54932E-26   6.37886E-26   6.52881E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.92000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.50155E-11   3.91768E-11   1.61581E-10   2.92401E-11   4.71693E-11   1.34880E-10   0.00000E+00   4.26941E-26   5.31022E-26   8.01404E-25   3.56214E-26   6.39356E-26   6.55330E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 9.96000E-01   0.00000E+00   0.00000E+00   0.00000E+00   3.48212E-11   3.89415E-11   1.60688E-10   2.90770E-11   4.68446E-11   1.34138E-10   0.00000E+00   4.28452E-26   5.32717E-26   8.04260E-25   3.57500E-26   6.40830E-26   6.57786E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.46279E-11   3.87077E-11   1.59800E-10   2.89148E-11   4.65221E-11   1.33401E-10   0.00000E+00   4.29968E-26   5.34418E-26   8.07126E-25   3.58790E-26   6.42308E-26   6.60252E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00400E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.44357E-11   3.84752E-11   1.58917E-10   2.87535E-11   4.62018E-11   1.32667E-10   0.00000E+00   4.31489E-26   5.36123E-26   8.10001E-25   3.60085E-26   6.43788E-26   6.62727E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.00800E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.42446E-11   3.82442E-11   1.58038E-10   2.85931E-11   4.58838E-11   1.31937E-10   0.00000E+00   4.33015E-26   5.37835E-26   8.12887E-25   3.61384E-26   6.45272E-26   6.65210E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.01200E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.40545E-11   3.80145E-11   1.57164E-10   2.84336E-11   4.55679E-11   1.31211E-10   0.00000E+00   4.34547E-26   5.39551E-26   8.15783E-25   3.62688E-26   6.46760E-26   6.67702E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.01600E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.38655E-11   3.77862E-11   1.56296E-10   2.82749E-11   4.52542E-11   1.30489E-10   0.00000E+00   4.36084E-26   5.41274E-26   8.18690E-25   3.63995E-26   6.48251E-26   6.70203E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.36775E-11   3.75593E-11   1.55431E-10   2.81171E-11   4.49427E-11   1.29771E-10   0.00000E+00   4.37626E-26   5.43001E-26   8.21606E-25   3.65307E-26   6.49745E-26   6.72713E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02400E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.34906E-11   3.73337E-11   1.54572E-10   2.79601E-11   4.46333E-11   1.29057E-10   0.00000E+00   4.39174E-26   5.44734E-26   8.24533E-25   3.66623E-26   6.51243E-26   6.75231E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.02800E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.33046E-11   3.71095E-11   1.53718E-10   2.78040E-11   4.43261E-11   1.28347E-10   0.00000E+00   4.40727E-26   5.46473E-26   8.27470E-25   3.67943E-26   6.52744E-26   6.77759E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.03200E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.31197E-11   3.68866E-11   1.52868E-10   2.76488E-11   4.40209E-11   1.27640E-10   0.00000E+00   4.42285E-26   5.48217E-26   8.30418E-25   3.69268E-26   6.54249E-26   6.80296E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.03600E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.29359E-11   3.66651E-11   1.52023E-10   2.74944E-11   4.37179E-11   1.26938E-10   0.00000E+00   4.43849E-26   5.49967E-26   8.33376E-25   3.70597E-26   6.55757E-26   6.82841E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.27530E-11   3.64449E-11   1.51182E-10   2.73409E-11   4.34170E-11   1.26239E-10   0.00000E+00   4.45418E-26   5.51723E-26   8.36344E-25   3.71931E-26   6.57269E-26   6.85396E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04400E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.25711E-11   3.62261E-11   1.50346E-10   2.71881E-11   4.31181E-11   1.25544E-10   0.00000E+00   4.46993E-26   5.53484E-26   8.39323E-25   3.73268E-26   6.58784E-26   6.87960E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.04800E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.23903E-11   3.60085E-11   1.49515E-10   2.70363E-11   4.28213E-11   1.24853E-10   0.00000E+00   4.48573E-26   5.55250E-26   8.42313E-25   3.74611E-26   6.60303E-26   6.90532E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.05200E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.22104E-11   3.57923E-11   1.48688E-10   2.68852E-11   4.25265E-11   1.24165E-10   0.00000E+00   4.50159E-26   5.57023E-26   8.45313E-25   3.75957E-26   6.61825E-26   6.93114E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.05600E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.20316E-11   3.55773E-11   1.47866E-10   2.67350E-11   4.22337E-11   1.23482E-10   0.00000E+00   4.51750E-26   5.58800E-26   8.48323E-25   3.77308E-26   6.63350E-26   6.95705E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.18537E-11   3.53636E-11   1.47048E-10   2.65856E-11   4.19430E-11   1.22802E-10   0.00000E+00   4.53347E-26   5.60584E-26   8.51344E-25   3.78663E-26   6.64880E-26   6.98305E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06400E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.16768E-11   3.51513E-11   1.46235E-10   2.64370E-11   4.16542E-11   1.22125E-10   0.00000E+00   4.54949E-26   5.62373E-26   8.54376E-25   3.80023E-26   6.66412E-26   7.00915E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.06800E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.15009E-11   3.49402E-11   1.45427E-10   2.62892E-11   4.13675E-11   1.21453E-10   0.00000E+00   4.56556E-26   5.64168E-26   8.57419E-25   3.81387E-26   6.67949E-26   7.03533E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.07200E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.13259E-11   3.47303E-11   1.44622E-10   2.61423E-11   4.10827E-11   1.20784E-10   0.00000E+00   4.58170E-26   5.65969E-26   8.60472E-25   3.82755E-26   6.69488E-26   7.06161E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.07600E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.11520E-11   3.45218E-11   1.43823E-10   2.59961E-11   4.07999E-11   1.20119E-10   0.00000E+00   4.59789E-26   5.67776E-26   8.63536E-25   3.84128E-26   6.71032E-26   7.08799E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.09789E-11   3.43145E-11   1.43027E-10   2.58507E-11   4.05191E-11   1.19457E-10   0.00000E+00   4.61413E-26   5.69588E-26   8.66611E-25   3.85506E-26   6.72579E-26   7.11445E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08400E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.08069E-11   3.41084E-11   1.42236E-10   2.57062E-11   4.02401E-11   1.18799E-10   0.00000E+00   4.63043E-26   5.71406E-26   8.69696E-25   3.86887E-26   6.74129E-26   7.14101E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.08800E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.06357E-11   3.39035E-11   1.41450E-10   2.55624E-11   3.99631E-11   1.18144E-10   0.00000E+00   4.64679E-26   5.73230E-26   8.72793E-25   3.88274E-26   6.75683E-26   7.16766E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.09200E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.04656E-11   3.36999E-11   1.40668E-10   2.54194E-11   3.96880E-11   1.17493E-10   0.00000E+00   4.66320E-26   5.75059E-26   8.75900E-25   3.89665E-26   6.77241E-26   7.19441E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.09600E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.02963E-11   3.34976E-11   1.39890E-10   2.52772E-11   3.94148E-11   1.16846E-10   0.00000E+00   4.67967E-26   5.76895E-26   8.79018E-25   3.91060E-26   6.78802E-26   7.22125E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.10000E+00   0.00000E+00   0.00000E+00   0.00000E+00   3.01280E-11   3.32964E-11   1.39116E-10   2.51358E-11   3.91435E-11   1.16202E-10   0.00000E+00   4.69620E-26   5.78736E-26   8.82148E-25   3.92460E-26   6.80367E-26   7.24818E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.10400E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.99606E-11   3.30964E-11   1.38347E-10   2.49951E-11   3.88740E-11   1.15562E-10   0.00000E+00   4.71278E-26   5.80584E-26   8.85288E-25   3.93864E-26   6.81935E-26   7.27521E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.10800E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.97942E-11   3.28977E-11   1.37581E-10   2.48552E-11   3.86064E-11   1.14925E-10   0.00000E+00   4.72943E-26   5.82437E-26   8.88440E-25   3.95273E-26   6.83507E-26   7.30234E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.11200E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.96287E-11   3.27001E-11   1.36820E-10   2.47161E-11   3.83406E-11   1.14291E-10   0.00000E+00   4.74613E-26   5.84296E-26   8.91602E-25   3.96686E-26   6.85083E-26   7.32956E-25   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
