  -8.417 -8.060 -7.622 -7.209 -6.827 -6.438 -6.035 -5.634 -5.239 -4.844
  -4.448 -4.054 -3.660 -3.264 -2.871 -2.480 -2.087 -1.695 -1.307 -0.921
  -0.539 -0.154  0.231  0.614  0.996  1.376  1.755  2.132  2.507  2.880
   3.254  3.707  4.783  6.292  7.718  9.014 10.192 11.265 12.244 13.141
  13.965 14.724 15.429 16.088 16.711 17.305 17.873 18.417 18.940 19.446
  19.937 20.417 20.889 21.354 21.814 22.271 22.726 23.180 23.635 24.089
  -8.420 -8.073 -7.624 -7.209 -6.830 -6.443 -6.038 -5.636 -5.242 -4.847
  -4.451 -4.057 -3.662 -3.267 -2.873 -2.482 -2.089 -1.696 -1.309 -0.922
  -0.539 -0.154  0.231  0.615  0.997  1.377  1.755  2.132  2.507  2.881
   3.254  3.672  4.583  6.044  7.467  8.763  9.941 11.013 11.993 12.890
  13.714 14.474 15.178 15.837 16.460 17.055 17.623 18.167 18.690 19.196
  19.687 20.167 20.639 21.103 21.564 22.021 22.476 22.930 23.384 23.839
  -8.422 -8.088 -7.627 -7.207 -6.832 -6.447 -6.041 -5.638 -5.244 -4.849
  -4.453 -4.059 -3.665 -3.269 -2.875 -2.484 -2.090 -1.698 -1.310 -0.924
  -0.539 -0.154  0.231  0.615  0.997  1.378  1.756  2.133  2.508  2.882
   3.254  3.651  4.411  5.800  7.216  8.511  9.689 10.762 11.742 12.639
  13.463 14.223 14.927 15.586 16.210 16.804 17.372 17.916 18.440 18.945
  19.437 19.917 20.388 20.853 21.313 21.770 22.226 22.680 23.134 23.589
  -8.425 -8.106 -7.629 -7.204 -6.834 -6.451 -6.043 -5.639 -5.246 -4.852
  -4.456 -4.062 -3.667 -3.271 -2.878 -2.486 -2.092 -1.699 -1.312 -0.926
  -0.539 -0.155  0.232  0.616  0.998  1.378  1.757  2.134  2.509  2.882
   3.254  3.639  4.273  5.560  6.965  8.260  9.438 10.511 11.491 12.388
  13.212 13.972 14.676 15.336 15.959 16.553 17.121 17.666 18.189 18.695
  19.186 19.666 20.138 20.603 21.063 21.520 21.975 22.430 22.884 23.339
  -8.428 -8.128 -7.630 -7.200 -6.835 -6.455 -6.044 -5.640 -5.247 -4.854
  -4.457 -4.064 -3.670 -3.273 -2.880 -2.488 -2.094 -1.700 -1.313 -0.928
  -0.539 -0.155  0.232  0.617  0.999  1.379  1.758  2.135  2.510  2.883
   3.255  3.633  4.171  5.329  6.715  8.008  9.186 10.259 11.239 12.136
  12.961 13.721 14.425 15.085 15.708 16.302 16.871 17.415 17.938 18.444
  18.936 19.416 19.888 20.353 20.813 21.270 21.725 22.180 22.634 23.089
  -8.431 -8.154 -7.632 -7.195 -6.837 -6.459 -6.045 -5.639 -5.248 -4.855
  -4.459 -4.066 -3.672 -3.275 -2.882 -2.491 -2.096 -1.701 -1.315 -0.931
  -0.539 -0.155  0.232  0.618  1.000  1.380  1.759  2.136  2.511  2.884
   3.255  3.630  4.101  5.112  6.466  7.756  8.934 10.007 10.987 11.885
  12.709 13.469 14.174 14.833 15.457 16.051 16.620 17.164 17.688 18.194
  18.685 19.166 19.637 20.102 20.562 21.020 21.475 21.929 22.384 22.838
  -8.435 -8.186 -7.635 -7.190 -6.838 -6.463 -6.045 -5.638 -5.248 -4.856
  -4.459 -4.067 -3.673 -3.276 -2.883 -2.493 -2.097 -1.702 -1.317 -0.933
  -0.539 -0.156  0.233  0.619  1.001  1.381  1.761  2.138  2.513  2.885
   3.256  3.628  4.057  4.917  6.220  7.505  8.682  9.755 10.735 11.633
  12.457 13.218 13.923 14.582 15.206 15.800 16.369 16.913 17.437 17.943
  18.435 18.915 19.387 19.852 20.312 20.769 21.225 21.679 22.133 22.588
  -8.443 -8.223 -7.639 -7.186 -6.840 -6.468 -6.046 -5.637 -5.247 -4.856
  -4.459 -4.067 -3.674 -3.277 -2.884 -2.495 -2.099 -1.703 -1.318 -0.936
  -0.538 -0.156  0.233  0.620  1.002  1.382  1.762  2.139  2.514  2.887
   3.258  3.628  4.031  4.751  5.979  7.254  8.430  9.503 10.483 11.381
  12.206 12.966 13.671 14.331 14.954 15.549 16.118 16.662 17.186 17.692
  18.184 18.664 19.136 19.601 20.061 20.519 20.974 21.429 21.883 22.338
  -8.455 -8.269 -7.647 -7.186 -6.844 -6.474 -6.047 -5.636 -5.242 -4.854
  -4.458 -4.067 -3.674 -3.277 -2.885 -2.496 -2.100 -1.703 -1.320 -0.939
  -0.538 -0.157  0.233  0.620  1.002  1.383  1.763  2.141  2.516  2.888
   3.259  3.628  4.016  4.620  5.746  7.004  8.178  9.251 10.231 11.129
  11.954 12.714 13.419 14.079 14.703 15.298 15.866 16.411 16.935 17.441
  17.933 18.413 18.885 19.350 19.811 20.268 20.724 21.178 21.633 22.088
  -8.265 -8.325 -7.662 -7.191 -6.854 -6.485 -6.052 -5.638 -5.231 -4.849
  -4.455 -4.066 -3.674 -3.277 -2.885 -2.498 -2.101 -1.703 -1.321 -0.942
  -0.538 -0.158  0.233  0.621  1.003  1.384  1.764  2.142  2.517  2.889
   3.260  3.629  4.008  4.525  5.526  6.757  7.927  8.999  9.979 10.877
  11.701 12.462 13.167 13.827 14.451 15.046 15.615 16.160 16.683 17.190
  17.682 18.162 18.634 19.099 19.560 20.017 20.473 20.928 21.382 21.837
  -7.771 -7.746 -7.541 -7.207 -6.873 -6.503 -6.063 -5.646 -5.203 -4.835
  -4.448 -4.063 -3.673 -3.276 -2.886 -2.499 -2.102 -1.703 -1.323 -0.946
  -0.539 -0.160  0.233  0.621  1.003  1.384  1.765  2.143  2.518  2.891
   3.261  3.630  4.004  4.462  5.326  6.513  7.677  8.747  9.727 10.625
  11.449 12.210 12.915 13.575 14.199 14.794 15.363 15.908 16.432 16.938
  17.430 17.911 18.383 18.848 19.309 19.767 20.222 20.677 21.132 21.587
  -7.313 -7.181 -7.034 -6.893 -6.790 -6.533 -6.085 -5.663 -5.136 -4.797
  -4.428 -4.054 -3.670 -3.276 -2.887 -2.502 -2.104 -1.704 -1.326 -0.950
  -0.540 -0.163  0.231  0.621  1.003  1.384  1.765  2.144  2.519  2.892
   3.262  3.631  4.002  4.422  5.154  6.275  7.428  8.497  9.476 10.373
  11.197 11.957 12.663 13.323 13.947 14.542 15.111 15.656 16.180 16.687
  17.179 17.660 18.132 18.597 19.058 19.516 19.971 20.426 20.881 21.336
  -6.920 -6.718 -6.540 -6.393 -6.289 -6.192 -6.013 -5.695 -4.999 -4.706
  -4.376 -4.027 -3.659 -3.273 -2.889 -2.506 -2.108 -1.707 -1.330 -0.956
  -0.543 -0.167  0.228  0.619  1.001  1.382  1.765  2.144  2.519  2.892
   3.263  3.631  4.001  4.398  5.016  6.047  7.181  8.247  9.225 10.121
  10.945 11.705 12.411 13.071 13.695 14.290 14.859 15.404 15.928 16.435
  16.927 17.408 17.880 18.346 18.807 19.265 19.720 20.175 20.630 21.085
  -6.559 -6.320 -6.106 -5.923 -5.775 -5.652 -5.534 -5.401 -4.774 -4.530
  -4.255 -3.953 -3.621 -3.258 -2.887 -2.510 -2.114 -1.713 -1.337 -0.965
  -0.549 -0.175  0.223  0.615  0.997  1.378  1.762  2.143  2.519  2.892
   3.262  3.631  4.000  4.384  4.914  5.834  6.938  7.998  8.975  9.871
  10.694 11.454 12.159 12.818 13.443 14.038 14.607 15.152 15.676 16.183
  16.675 17.156 17.629 18.094 18.555 19.013 19.469 19.924 20.379 20.834
  -6.174 -5.942 -5.714 -5.503 -5.317 -5.155 -5.014 -4.889 -4.476 -4.262
  -4.035 -3.791 -3.516 -3.202 -2.864 -2.507 -2.120 -1.722 -1.348 -0.978
  -0.560 -0.186  0.214  0.608  0.990  1.372  1.757  2.139  2.516  2.890
   3.261  3.630  3.999  4.376  4.843  5.644  6.701  7.752  8.726  9.621
  10.444 11.203 11.907 12.567 13.191 13.786 14.355 14.900 15.424 15.931
  16.423 16.904 17.377 17.843 18.304 18.762 19.218 19.673 20.128 20.583
  -5.745 -5.548 -5.332 -5.114 -4.906 -4.715 -4.542 -4.389 -4.131 -3.929
  -3.727 -3.522 -3.303 -3.056 -2.778 -2.467 -2.111 -1.729 -1.363 -0.997
  -0.578 -0.205  0.199  0.595  0.978  1.362  1.749  2.132  2.510  2.885
   3.258  3.627  3.997  4.370  4.797  5.481  6.473  7.508  8.479  9.372
  10.194 10.953 11.657 12.316 12.939 13.534 14.103 14.648 15.172 15.679
  16.171 16.652 17.125 17.591 18.052 18.510 18.966 19.421 19.877 20.332
  -5.328 -5.144 -4.947 -4.737 -4.524 -4.317 -4.121 -3.941 -3.761 -3.562
  -3.367 -3.176 -2.985 -2.787 -2.574 -2.333 -2.044 -1.709 -1.368 -1.016
  -0.603 -0.231  0.175  0.575  0.959  1.346  1.735  2.121  2.501  2.877
   3.251  3.622  3.993  4.365  4.767  5.350  6.256  7.268  8.233  9.125
   9.946 10.704 11.407 12.065 12.688 13.282 13.851 14.396 14.920 15.426
  15.919 16.400 16.873 17.339 17.800 18.258 18.714 19.170 19.625 20.081
  -4.990 -4.784 -4.580 -4.373 -4.161 -3.947 -3.738 -3.538 -3.378 -3.180
  -2.984 -2.794 -2.609 -2.428 -2.248 -2.062 -1.850 -1.598 -1.320 -1.010
  -0.625 -0.263  0.143  0.545  0.931  1.324  1.715  2.104  2.486  2.865
   3.241  3.614  3.986  4.358  4.746  5.252  6.055  7.031  7.988  8.879
   9.699 10.456 11.159 11.816 12.438 13.032 13.600 14.144 14.668 15.175
  15.667 16.148 16.621 17.087 17.548 18.006 18.463 18.918 19.373 19.829
  -4.775 -4.519 -4.280 -4.052 -3.828 -3.606 -3.387 -3.172 -2.997 -2.798
  -2.599 -2.405 -2.216 -2.033 -1.858 -1.688 -1.517 -1.334 -1.134 -0.906
  -0.598 -0.277  0.108  0.504  0.889  1.297  1.689  2.079  2.464  2.845
   3.224  3.600  3.974  4.348  4.729  5.181  5.878  6.799  7.744  8.632
   9.452 10.209 10.911 11.568 12.189 12.782 13.350 13.894 14.417 14.923
  15.415 15.896 16.368 16.834 17.296 17.754 18.210 18.666 19.121 19.577
  -4.717 -4.389 -4.091 -3.817 -3.560 -3.315 -3.077 -2.847 -2.643 -2.435
  -2.228 -2.026 -1.828 -1.637 -1.455 -1.280 -1.114 -0.952 -0.793 -0.628
  -0.426 -0.193  0.118  0.473  0.840  1.277  1.661  2.049  2.433  2.817
   3.199  3.578  3.956  4.333  4.711  5.129  5.727  6.574  7.499  8.383
   9.204  9.961 10.663 11.320 11.941 12.534 13.101 13.644 14.167 14.672
  15.164 15.644 16.117 16.582 17.044 17.502 17.958 18.414 18.869 19.325
  -4.848 -4.429 -4.051 -3.709 -3.397 -3.107 -2.835 -2.577 -2.342 -2.114
  -1.891 -1.675 -1.464 -1.261 -1.065 -0.879 -0.702 -0.535 -0.377 -0.227
  -0.075  0.082  0.280  0.532  0.828  1.300  1.653  2.024  2.400  2.782
   3.165  3.548  3.929  4.310  4.689  5.087  5.606  6.361  7.251  8.131
   8.952  9.710 10.415 11.072 11.694 12.286 12.852 13.395 13.917 14.422
  14.913 15.393 15.865 16.331 16.792 17.250 17.706 18.162 18.617 19.073
  -5.207 -4.676 -4.198 -3.767 -3.377 -3.022 -2.695 -2.393 -2.121 -1.861
  -1.612 -1.372 -1.142 -0.920 -0.708 -0.505 -0.312 -0.130  0.042  0.202
   0.353  0.495  0.638  0.794  0.978  1.435  1.722  2.043  2.387  2.751
   3.127  3.508  3.892  4.277  4.658  5.047  5.509  6.166  7.003  7.871
   8.693  9.453 10.162 10.822 11.445 12.038 12.605 13.147 13.669 14.173
  14.664 15.143 15.614 16.080 16.540 16.998 17.454 17.910 18.365 18.821
  -5.840 -5.174 -4.573 -4.032 -3.543 -3.101 -2.699 -2.331 -2.010 -1.705
  -1.416 -1.142 -0.881 -0.634 -0.399 -0.175  0.038  0.240  0.430  0.609
   0.776  0.931  1.076  1.212  1.343  1.710  1.931  2.179  2.457  2.769
   3.111  3.473  3.849  4.233  4.615  5.001  5.429  5.994  6.755  7.601
   8.423  9.186  9.902 10.566 11.192 11.788 12.356 12.899 13.421 13.925
  14.415 14.894 15.365 15.829 16.289 16.747 17.202 17.658 18.113 18.569
  -6.799 -5.971 -5.223 -4.547 -3.937 -3.386 -2.886 -2.433 -2.040 -1.675
  -1.333 -1.011 -0.709 -0.425 -0.158  0.094  0.332  0.558  0.771  0.972
   1.161  1.337  1.501  1.652  1.790  2.063  2.255  2.455  2.670  2.910
   3.183  3.489  3.828  4.192  4.565  4.945  5.354  5.847  6.515  7.319
   8.137  8.902  9.629 10.301 10.932 11.532 12.104 12.649 13.173 13.677
  14.167 14.646 15.116 15.580 16.039 16.496 16.951 17.406 17.861 18.317
  -8.145 -7.123 -6.198 -5.361 -4.605 -3.920 -3.301 -2.739 -2.245 -1.804
  -1.392 -1.007 -0.649 -0.317 -0.007  0.283  0.554  0.809  1.050  1.277
   1.490  1.691  1.879  2.054  2.215  2.427  2.616  2.804  2.994  3.190
   3.401  3.635  3.901  4.205  4.538  4.894  5.281  5.723  6.292  7.029
   7.832  8.593  9.337 10.019 10.659 11.267 11.845 12.395 12.922 13.428
  13.919 14.398 14.868 15.331 15.790 16.247 16.701 17.156 17.610 18.065
  -9.945 -8.691 -7.555 -6.525 -5.593 -4.749 -3.984 -3.292 -2.658 -2.124
  -1.624 -1.160 -0.731 -0.334  0.031  0.369  0.683  0.976  1.250  1.508
   1.751  1.979  2.194  2.396  2.583  2.766  2.963  3.155  3.344  3.531
   3.720  3.913  4.120  4.350  4.609  4.903  5.240  5.626  6.100  6.740
   7.505  8.249  9.018  9.715 10.365 10.985 11.574 12.132 12.664 13.175
  13.669 14.149 14.620 15.084 15.542 15.998 16.452 16.906 17.360 17.814
 -12.279-10.747 -9.357 -8.098 -6.956 -5.921 -4.983 -4.133 -3.320 -2.669
  -2.060 -1.496 -0.977 -0.501 -0.065  0.335  0.703  1.043  1.359  1.654
   1.930  2.190  2.435  2.665  2.882  3.060  3.270  3.474  3.671  3.864
   4.053  4.240  4.427  4.620  4.823  5.045  5.303  5.607  5.977  6.484
   7.165  7.861  8.662  9.377 10.042 10.678 11.283 11.854 12.396 12.914
  13.413 13.897 14.370 14.835 15.294 15.750 16.204 16.657 17.110 17.564
 -15.244-13.379-11.686-10.150 -8.757 -7.494 -6.348 -5.309 -4.281 -3.482
  -2.733 -2.043 -1.412 -0.837 -0.314  0.162  0.598  0.996  1.363  1.703
   2.019  2.315  2.593  2.855  3.102  3.298  3.525  3.743  3.954  4.158
   4.356  4.549  4.739  4.926  5.112  5.302  5.505  5.731  5.994  6.341
   6.860  7.429  8.264  8.998  9.677 10.336 10.963 11.553 12.110 12.640
  13.148 13.639 14.116 14.584 15.045 15.502 15.956 16.409 16.862 17.315
 -18.965-16.697-14.639-12.771-11.076 -9.538 -8.142 -6.877 -5.633 -4.628
  -3.691 -2.838 -2.065 -1.368 -0.737 -0.167  0.351  0.822  1.252  1.647
   2.011  2.350  2.665  2.962  3.241  3.472  3.720  3.957  4.184  4.402
   4.613  4.817  5.016  5.209  5.399  5.585  5.772  5.965  6.168  6.401
   6.721  7.042  7.841  8.574  9.258  9.943 10.601 11.218 11.797 12.344
